Country,Status,Note,iso_code,date
Bahrain,Closed due to COVID-19,,BHR,12/03/2020
Bahamas,Fully open,,BHS,12/03/2020
Bosnia and Herzegovina,Closed due to COVID-19,,BIH,12/03/2020
Belarus,Fully open,,BLR,12/03/2020
Belize,Fully open,,BLZ,12/03/2020
Bermuda,Fully open,,BMU,12/03/2020
Bolivia (Plurinational State of),Closed due to COVID-19,,BOL,12/03/2020
Brazil,Partially open,,BRA,12/03/2020
Barbados,Fully open,,BRB,12/03/2020
Brunei Darussalam,Fully open,,BRN,12/03/2020
Bhutan,Partially open,,BTN,12/03/2020
Botswana,Fully open,,BWA,12/03/2020
Central African republic ,Fully open,,CAF,12/03/2020
Canada,Fully open,,CAN,12/03/2020
Switzerland,Partially open,,CHE,12/03/2020
Chile,Fully open,,CHL,12/03/2020
China,Closed due to COVID-19,,CHN,12/03/2020
Cote d'Ivoire,Fully open,,CIV,12/03/2020
Cameroon,Fully open,,CMR,12/03/2020
Democratic Republic of the Congo,Fully open,,COD,12/03/2020
Congo,Fully open,,COG,12/03/2020
Cook Islands,Fully open,,COK,12/03/2020
Colombia,Fully open,,COL,12/03/2020
Comoros,Fully open,,COM,12/03/2020
Cabo Verde,Fully open,,CPV,12/03/2020
Costa Rica,Fully open,,CRI,12/03/2020
Cuba,Fully open,,CUB,12/03/2020
Curaçao,Fully open,,CUW,12/03/2020
Cayman Islands,Fully open,,CYM,12/03/2020
Cyprus,Fully open,,CYP,12/03/2020
Czechia,Closed due to COVID-19,,CZE,12/03/2020
Germany,Partially open,,DEU,12/03/2020
Djibouti,Fully open,,DJI,12/03/2020
Dominica,Fully open,,DMA,12/03/2020
Denmark,Fully open,,DNK,12/03/2020
Dominican Republic,Fully open,,DOM,12/03/2020
Algeria,Closed due to COVID-19,,DZA,12/03/2020
Ecuador,Fully open,,ECU,12/03/2020
Egypt,Fully open,,EGY,12/03/2020
Eritrea,Fully open,,ERI,12/03/2020
Spain,Partially open,,ESP,12/03/2020
Estonia,Fully open,,EST,12/03/2020
Ethiopia,Fully open,,ETH,12/03/2020
Finland,Fully open,,FIN,12/03/2020
Fiji,Fully open,,FJI,12/03/2020
France,Partially open,,FRA,12/03/2020
Faroe Islands,Fully open,,FRO,12/03/2020
Micronesia (Federated States of),Fully open,,FSM,12/03/2020
Gabon,Fully open,,GAB,12/03/2020
United Kingdom of Great Britain and Northern Ireland,Partially open,,GBR,12/03/2020
Georgia,Academic break,,GEO,12/03/2020
Ghana,Fully open,,GHA,12/03/2020
Gibraltar,Fully open,,GIB,12/03/2020
Guinea,Fully open,,GIN,12/03/2020
Gambia,Fully open,,GMB,12/03/2020
Guinea-Bissau,Fully open,,GNB,12/03/2020
Equatorial Guinea ,Fully open,,GNQ,12/03/2020
Greece,Closed due to COVID-19,,GRC,12/03/2020
Grenada,Fully open,,GRD,12/03/2020
Greenland,Fully open,,GRL,12/03/2020
Guatemala,Fully open,,GTM,12/03/2020
Guyana,Fully open,,GUY,12/03/2020
Honduras,Closed due to COVID-19,,HND,12/03/2020
Croatia,Fully open,,HRV,12/03/2020
Haiti,Fully open,,HTI,12/03/2020
Hungary,Partially open,,HUN,12/03/2020
Indonesia,Fully open,,IDN,12/03/2020
India,Partially open,,IND,12/03/2020
Ireland,Closed due to COVID-19,,IRL,12/03/2020
Iran (Islamic Republic of),Closed due to COVID-19,,IRN,12/03/2020
Iraq,Closed due to COVID-19,,IRQ,12/03/2020
Iceland,Fully open,,ISL,12/03/2020
Israel,Closed due to COVID-19,,ISR,12/03/2020
Italy,Closed due to COVID-19,,ITA,12/03/2020
Jamaica,Fully open,,JAM,12/03/2020
Jordan,Fully open,,JOR,12/03/2020
Japan,Closed due to COVID-19,,JPN,12/03/2020
Kazakhstan,Fully open,,KAZ,12/03/2020
Kenya,Fully open,,KEN,12/03/2020
Kyrgyzstan ,Fully open,,KGZ,12/03/2020
Cambodia,Partially open,,KHM,12/03/2020
Kiribati,Fully open,,KIR,12/03/2020
Saint Kitts and Nevis,Fully open,,KNA,12/03/2020
Republic of Korea,Closed due to COVID-19,,KOR,12/03/2020
Kuwait,Closed due to COVID-19,,KWT,12/03/2020
Lao PDR,Fully open,,LAO,12/03/2020
Lebanon,Closed due to COVID-19,,LBN,12/03/2020
Liberia,Fully open,,LBR,12/03/2020
Libya,Fully open,,LBY,12/03/2020
Saint Lucia,Fully open,,LCA,12/03/2020
Liechtenstein,Fully open,,LIE,12/03/2020
Sri Lanka,Fully open,,LKA,12/03/2020
Lesotho,Fully open,,LSO,12/03/2020
Lithuania,Fully open,,LTU,12/03/2020
Luxembourg,Fully open,,LUX,12/03/2020
Latvia,Fully open,,LVA,12/03/2020
Morocco,Fully open,,MAR,12/03/2020
Monaco,Fully open,,MCO,12/03/2020
Republic of Moldova,Closed due to COVID-19,,MDA,12/03/2020
Madagascar,Fully open,,MDG,12/03/2020
Maldives,Closed due to COVID-19,,MDV,12/03/2020
Mexico,Fully open,,MEX,12/03/2020
Marshall Islands,Fully open,,MHL,12/03/2020
North Macedonia,Closed due to COVID-19,,MKD,12/03/2020
Mali,Fully open,,MLI,12/03/2020
Malta,Fully open,,MLT,12/03/2020
Myanmar,Fully open,,MMR,12/03/2020
Montenegro ,Fully open,,MNE,12/03/2020
Mongolia,Closed due to COVID-19,,MNG,12/03/2020
Mozambique,Fully open,,MOZ,12/03/2020
Mauritania,Fully open,,MRT,12/03/2020
Montserrat,Fully open,,MSR,12/03/2020
Mauritius,Closed due to COVID-19,,MUS,12/03/2020
Malawi ,Fully open,,MWI,12/03/2020
Malaysia,Fully open,,MYS,12/03/2020
Namibia  ,Fully open,,NAM,12/03/2020
Niger,Fully open,,NER,12/03/2020
Nigeria,Fully open,,NGA,12/03/2020
Nicaragua,Fully open,,NIC,12/03/2020
Niue,Fully open,,NIU,12/03/2020
Netherlands,Fully open,,NLD,12/03/2020
Norway,Closed due to COVID-19,,NOR,12/03/2020
Nepal,Fully open,,NPL,12/03/2020
Nauru,Fully open,,NRU,12/03/2020
New Zealand,Fully open,,NZL,12/03/2020
Oman,Fully open,,OMN,12/03/2020
Pakistan,Partially open,,PAK,12/03/2020
Panama,Closed due to COVID-19,,PAN,12/03/2020
Peru,Fully open,,PER,12/03/2020
Philippines,Partially open,,PHL,12/03/2020
Palau,Fully open,,PLW,12/03/2020
Papua New Guinea,Fully open,,PNG,12/03/2020
Poland,Fully open,,POL,12/03/2020
Democratic People's Republic of Korea,Closed due to COVID-19,,PRK,12/03/2020
Portugal,Partially open,,PRT,12/03/2020
Paraguay ,Closed due to COVID-19,,PRY,12/03/2020
Palestine,Partially open,,PSE,12/03/2020
Qatar,Closed due to COVID-19,,QAT,12/03/2020
Romania,Closed due to COVID-19,,ROU,12/03/2020
Russian Federation,Partially open,,RUS,12/03/2020
Rwanda ,Fully open,,RWA,12/03/2020
Saudi Arabia,Closed due to COVID-19,,SAU,12/03/2020
Sudan,Fully open,,SDN,12/03/2020
Senegal,Fully open,,SEN,12/03/2020
Singapore,Fully open,,SGP,12/03/2020
Svalbard,Closed due to COVID-19,,SJM,12/03/2020
Solomon Islands,Fully open,,SLB,12/03/2020
Sierra Leone,Fully open,,SLE,12/03/2020
El Salvador,Closed due to COVID-19,,SLV,12/03/2020
San Marino,Closed due to COVID-19,,SMR,12/03/2020
Somalia,Fully open,,SOM,12/03/2020
Serbia,Fully open,,SRB,12/03/2020
South Sudan,Fully open,,SSD,12/03/2020
São Tomé and Príncipe,Fully open,,STP,12/03/2020
Suriname,Fully open,,SUR,12/03/2020
Slovakia,Partially open,,SVK,12/03/2020
Slovenia,Fully open,,SVN,12/03/2020
Sweden,Fully open,,SWE,12/03/2020
Eswatini,Fully open,,SWZ,12/03/2020
Sint Marteen,Fully open,,SXM,12/03/2020
Seychelles,Fully open,,SYC,12/03/2020
Syrian Arab Republic,Fully open,,SYR,12/03/2020
Turks and Caicos Island,Fully open,,TCA,12/03/2020
Chad,Fully open,,TCD,12/03/2020
Togo,Fully open,,TGO,12/03/2020
Thailand,Fully open,,THA,12/03/2020
Tajikistan,Fully open,,TJK,12/03/2020
Tokelau,Fully open,,TKL,12/03/2020
Turkmenistan,Fully open,,TKM,12/03/2020
Timor-Leste,Fully open,,TLS,12/03/2020
Tonga,Fully open,,TON,12/03/2020
Trinidad and Tobago,Fully open,,TTO,12/03/2020
Tunisia,Fully open,,TUN,12/03/2020
Turkey,Fully open,,TUR,12/03/2020
Tuvalu,Fully open,,TUV,12/03/2020
United Republic of Tanzania,Fully open,,TZA,12/03/2020
Uganda,Fully open,,UGA,12/03/2020
Ukraine,Closed due to COVID-19,,UKR,12/03/2020
Uruguay,Fully open,,URY,12/03/2020
United States of America,Academic break,,USA,12/03/2020
Uzbekistan,Fully open,,UZB,12/03/2020
Saint Vincent and the Grenadines,Fully open,,VCT,12/03/2020
Venezuela,Fully open,,VEN,12/03/2020
British Virgin Islands,Fully open,,VGB,12/03/2020
Viet Nam,Partially open,,VNM,12/03/2020
Vanuatu,Fully open,,VUT,12/03/2020
Samoa,Fully open,,WSM,12/03/2020
Yemen,Fully open,,YEM,12/03/2020
South Africa,Fully open,,ZAF,12/03/2020
Zambia,Fully open,,ZMB,12/03/2020
Zimbabwe,Fully open,,ZWE,12/03/2020
Aruba,Fully open,,ABW,03/13/2020
Afghanistan,Partially open,,AFG,03/13/2020
Angola,Fully open,,AGO,03/13/2020
Anguilla,Closed due to COVID-19,,AIA,03/13/2020
Albania,Closed due to COVID-19,,ALB,03/13/2020
Andorra,Fully open,,AND,03/13/2020
United Arab Emirates,Closed due to COVID-19,,ARE,03/13/2020
Argentina ,Fully open,,ARG,03/13/2020
Armenia,Academic break,,ARM,03/13/2020
Antigua and Barbuda,Closed due to COVID-19,,ATG,03/13/2020
Australia,Fully open,,AUS,03/13/2020
Austria,Fully open,,AUT,03/13/2020
Azerbaijan,Closed due to COVID-19,,AZE,03/13/2020
Burundi,Fully open,,BDI,03/13/2020
Belgium,Closed due to COVID-19,,BEL,03/13/2020
Benin,Fully open,,BEN,03/13/2020
Burkina Faso ,Fully open,,BFA,03/13/2020
Bangladesh,Fully open,,BGD,03/13/2020
Bulgaria,Fully open,,BGR,03/13/2020
Bahrain,Closed due to COVID-19,,BHR,03/13/2020
Bahamas,Fully open,,BHS,03/13/2020
Bosnia and Herzegovina,Closed due to COVID-19,,BIH,03/13/2020
Belarus,Fully open,,BLR,03/13/2020
Belize,Fully open,,BLZ,03/13/2020
Bermuda,Fully open,,BMU,03/13/2020
Bolivia (Plurinational State of),Closed due to COVID-19,,BOL,03/13/2020
Brazil,Partially open,,BRA,03/13/2020
Barbados,Fully open,,BRB,03/13/2020
Brunei Darussalam,Fully open,,BRN,03/13/2020
Bhutan,Partially open,,BTN,03/13/2020
Botswana,Fully open,,BWA,03/13/2020
Central African republic ,Fully open,,CAF,03/13/2020
Canada,Partially open,,CAN,03/13/2020
Switzerland,Partially open,,CHE,03/13/2020
Chile,Fully open,,CHL,03/13/2020
China,Closed due to COVID-19,,CHN,03/13/2020
Cote d'Ivoire,Fully open,,CIV,03/13/2020
Cameroon,Fully open,,CMR,03/13/2020
Democratic Republic of the Congo,Fully open,,COD,03/13/2020
Congo,Fully open,,COG,03/13/2020
Cook Islands,Fully open,,COK,03/13/2020
Colombia,Fully open,,COL,03/13/2020
Comoros,Fully open,,COM,03/13/2020
Cabo Verde,Fully open,,CPV,03/13/2020
Costa Rica,Fully open,,CRI,03/13/2020
Cuba,Fully open,,CUB,03/13/2020
Curaçao,Fully open,,CUW,03/13/2020
Cayman Islands,Fully open,,CYM,03/13/2020
Cyprus,Closed due to COVID-19,,CYP,03/13/2020
Czechia,Closed due to COVID-19,,CZE,03/13/2020
Germany,Partially open,,DEU,03/13/2020
Djibouti,Fully open,,DJI,03/13/2020
Dominica,Fully open,,DMA,03/13/2020
Denmark,Fully open,,DNK,03/13/2020
Dominican Republic,Fully open,,DOM,03/13/2020
Algeria,Closed due to COVID-19,,DZA,03/13/2020
Ecuador,Closed due to COVID-19,,ECU,03/13/2020
Egypt,Fully open,,EGY,03/13/2020
Eritrea,Fully open,,ERI,03/13/2020
Spain,Partially open,,ESP,03/13/2020
Estonia,Fully open,,EST,03/13/2020
Ethiopia,Fully open,,ETH,03/13/2020
Finland,Fully open,,FIN,03/13/2020
Fiji,Fully open,,FJI,03/13/2020
France,Partially open,,FRA,03/13/2020
Faroe Islands,Fully open,,FRO,03/13/2020
Micronesia (Federated States of),Fully open,,FSM,03/13/2020
Gabon,Fully open,,GAB,03/13/2020
United Kingdom of Great Britain and Northern Ireland,Partially open,,GBR,03/13/2020
Georgia,Academic break,,GEO,03/13/2020
Ghana,Fully open,,GHA,03/13/2020
Gibraltar,Fully open,,GIB,03/13/2020
Guinea,Fully open,,GIN,03/13/2020
Gambia,Fully open,,GMB,03/13/2020
Guinea-Bissau,Fully open,,GNB,03/13/2020
Equatorial Guinea ,Fully open,,GNQ,03/13/2020
Greece,Closed due to COVID-19,,GRC,03/13/2020
Grenada,Fully open,,GRD,03/13/2020
Greenland,Fully open,,GRL,03/13/2020
Guatemala,Fully open,,GTM,03/13/2020
Guyana,Fully open,,GUY,03/13/2020
Honduras,Closed due to COVID-19,,HND,03/13/2020
Croatia,Fully open,,HRV,03/13/2020
Haiti,Fully open,,HTI,03/13/2020
Hungary,Partially open,,HUN,03/13/2020
Indonesia,Fully open,,IDN,03/13/2020
India,Partially open,,IND,03/13/2020
Ireland,Closed due to COVID-19,,IRL,03/13/2020
Iran (Islamic Republic of),Closed due to COVID-19,,IRN,03/13/2020
Iraq,Closed due to COVID-19,,IRQ,03/13/2020
Iceland,Fully open,,ISL,03/13/2020
Israel,Closed due to COVID-19,,ISR,03/13/2020
Italy,Closed due to COVID-19,,ITA,03/13/2020
Jamaica,Closed due to COVID-19,,JAM,03/13/2020
Jordan,Fully open,,JOR,03/13/2020
Japan,Closed due to COVID-19,,JPN,03/13/2020
Kazakhstan,Fully open,,KAZ,03/13/2020
Kenya,Fully open,,KEN,03/13/2020
Kyrgyzstan ,Fully open,,KGZ,03/13/2020
Cambodia,Partially open,,KHM,03/13/2020
Kiribati,Fully open,,KIR,03/13/2020
Saint Kitts and Nevis,Fully open,,KNA,03/13/2020
Republic of Korea,Closed due to COVID-19,,KOR,03/13/2020
Kuwait,Closed due to COVID-19,,KWT,03/13/2020
Lao PDR,Fully open,,LAO,03/13/2020
Lebanon,Closed due to COVID-19,,LBN,03/13/2020
Liberia,Fully open,,LBR,03/13/2020
Libya,Fully open,,LBY,03/13/2020
Saint Lucia,Fully open,,LCA,03/13/2020
Liechtenstein,Fully open,,LIE,03/13/2020
Sri Lanka,Closed due to COVID-19,,LKA,03/13/2020
Lesotho,Fully open,,LSO,03/13/2020
Lithuania,Fully open,,LTU,03/13/2020
Luxembourg,Fully open,,LUX,03/13/2020
Latvia,Closed due to COVID-19,,LVA,03/13/2020
Morocco,Fully open,,MAR,03/13/2020
Monaco,Fully open,,MCO,03/13/2020
Republic of Moldova,Closed due to COVID-19,,MDA,03/13/2020
Madagascar,Fully open,,MDG,03/13/2020
Maldives,Closed due to COVID-19,,MDV,03/13/2020
Mexico,Fully open,,MEX,03/13/2020
Marshall Islands,Fully open,,MHL,03/13/2020
North Macedonia,Closed due to COVID-19,,MKD,03/13/2020
Mali,Fully open,,MLI,03/13/2020
Malta,Closed due to COVID-19,,MLT,03/13/2020
Myanmar,Fully open,,MMR,03/13/2020
Montenegro ,Fully open,,MNE,03/13/2020
Mongolia,Closed due to COVID-19,,MNG,03/13/2020
Mozambique,Fully open,,MOZ,03/13/2020
Mauritania,Fully open,,MRT,03/13/2020
Montserrat,Fully open,,MSR,03/13/2020
Mauritius,Closed due to COVID-19,,MUS,03/13/2020
Malawi ,Fully open,,MWI,03/13/2020
Malaysia,Fully open,,MYS,03/13/2020
Namibia  ,Fully open,,NAM,03/13/2020
Niger,Fully open,,NER,03/13/2020
Nigeria,Fully open,,NGA,03/13/2020
Nicaragua,Fully open,,NIC,03/13/2020
Niue,Fully open,,NIU,03/13/2020
Netherlands,Fully open,,NLD,03/13/2020
Norway,Closed due to COVID-19,,NOR,03/13/2020
Nepal,Fully open,,NPL,03/13/2020
Nauru,Fully open,,NRU,03/13/2020
New Zealand,Fully open,,NZL,03/13/2020
Oman,Fully open,,OMN,03/13/2020
Pakistan,Partially open,,PAK,03/13/2020
Panama,Closed due to COVID-19,,PAN,03/13/2020
Peru,Fully open,,PER,03/13/2020
Philippines,Partially open,,PHL,03/13/2020
Palau,Fully open,,PLW,03/13/2020
Papua New Guinea,Fully open,,PNG,03/13/2020
Poland,Fully open,,POL,03/13/2020
Democratic People's Republic of Korea,Closed due to COVID-19,,PRK,03/13/2020
Portugal,Partially open,,PRT,03/13/2020
Paraguay ,Closed due to COVID-19,,PRY,03/13/2020
Palestine,Partially open,,PSE,03/13/2020
Qatar,Closed due to COVID-19,,QAT,03/13/2020
Romania,Closed due to COVID-19,,ROU,03/13/2020
Russian Federation,Partially open,,RUS,03/13/2020
Rwanda ,Fully open,,RWA,03/13/2020
Saudi Arabia,Closed due to COVID-19,,SAU,03/13/2020
Sudan,Fully open,,SDN,03/13/2020
Senegal,Fully open,,SEN,03/13/2020
Singapore,Fully open,,SGP,03/13/2020
Svalbard,Closed due to COVID-19,,SJM,03/13/2020
Solomon Islands,Fully open,,SLB,03/13/2020
Sierra Leone,Fully open,,SLE,03/13/2020
El Salvador,Closed due to COVID-19,,SLV,03/13/2020
San Marino,Closed due to COVID-19,,SMR,03/13/2020
Somalia,Fully open,,SOM,03/13/2020
Serbia,Fully open,,SRB,03/13/2020
South Sudan,Fully open,,SSD,03/13/2020
São Tomé and Príncipe,Fully open,,STP,03/13/2020
Suriname,Fully open,,SUR,03/13/2020
Slovakia,Partially open,,SVK,03/13/2020
Slovenia,Fully open,,SVN,03/13/2020
Sweden,Fully open,,SWE,03/13/2020
Eswatini,Fully open,,SWZ,03/13/2020
Sint Marteen,Fully open,,SXM,03/13/2020
Seychelles,Fully open,,SYC,03/13/2020
Syrian Arab Republic,Fully open,,SYR,03/13/2020
Turks and Caicos Island,Fully open,,TCA,03/13/2020
Chad,Fully open,,TCD,03/13/2020
Togo,Fully open,,TGO,03/13/2020
Thailand,Fully open,,THA,03/13/2020
Tajikistan,Fully open,,TJK,03/13/2020
Tokelau,Fully open,,TKL,03/13/2020
Turkmenistan,Fully open,,TKM,03/13/2020
Timor-Leste,Fully open,,TLS,03/13/2020
Tonga,Fully open,,TON,03/13/2020
Trinidad and Tobago,Fully open,,TTO,03/13/2020
Tunisia,Fully open,,TUN,03/13/2020
Turkey,Fully open,,TUR,03/13/2020
Tuvalu,Fully open,,TUV,03/13/2020
United Republic of Tanzania,Fully open,,TZA,03/13/2020
Uganda,Fully open,,UGA,03/13/2020
Ukraine,Closed due to COVID-19,,UKR,03/13/2020
Uruguay,Fully open,,URY,03/13/2020
United States of America,Academic break,,USA,03/13/2020
Uzbekistan,Fully open,,UZB,03/13/2020
Saint Vincent and the Grenadines,Fully open,,VCT,03/13/2020
Venezuela,Fully open,,VEN,03/13/2020
British Virgin Islands,Fully open,,VGB,03/13/2020
Viet Nam,Partially open,,VNM,03/13/2020
Vanuatu,Fully open,,VUT,03/13/2020
Samoa,Fully open,,WSM,03/13/2020
Yemen,Fully open,,YEM,03/13/2020
South Africa,Fully open,,ZAF,03/13/2020
Zambia,Fully open,,ZMB,03/13/2020
Zimbabwe,Fully open,,ZWE,03/13/2020
Aruba,Fully open,,ABW,03/14/2020
Afghanistan,Closed due to COVID-19,,AFG,03/14/2020
Angola,Fully open,,AGO,03/14/2020
Anguilla,Closed due to COVID-19,,AIA,03/14/2020
Albania,Closed due to COVID-19,,ALB,03/14/2020
Andorra,Fully open,,AND,03/14/2020
United Arab Emirates,Closed due to COVID-19,,ARE,03/14/2020
Argentina ,Fully open,,ARG,03/14/2020
Armenia,Academic break,,ARM,03/14/2020
Antigua and Barbuda,Closed due to COVID-19,,ATG,03/14/2020
Australia,Fully open,,AUS,03/14/2020
Austria,Fully open,,AUT,03/14/2020
Azerbaijan,Closed due to COVID-19,,AZE,03/14/2020
Burundi,Fully open,,BDI,03/14/2020
Belgium,Closed due to COVID-19,,BEL,03/14/2020
Benin,Fully open,,BEN,03/14/2020
Burkina Faso ,Fully open,,BFA,03/14/2020
Bangladesh,Fully open,,BGD,03/14/2020
Bulgaria,Fully open,,BGR,03/14/2020
Bahrain,Closed due to COVID-19,,BHR,03/14/2020
Bahamas,Fully open,,BHS,03/14/2020
Bosnia and Herzegovina,Closed due to COVID-19,,BIH,03/14/2020
Belarus,Fully open,,BLR,03/14/2020
Belize,Fully open,,BLZ,03/14/2020
Bermuda,Fully open,,BMU,03/14/2020
Bolivia (Plurinational State of),Closed due to COVID-19,,BOL,03/14/2020
Brazil,Partially open,,BRA,03/14/2020
Barbados,Fully open,,BRB,03/14/2020
Brunei Darussalam,Fully open,,BRN,03/14/2020
Bhutan,Partially open,,BTN,03/14/2020
Botswana,Fully open,,BWA,03/14/2020
Central African republic ,Fully open,,CAF,03/14/2020
Canada,Partially open,,CAN,03/14/2020
Switzerland,Partially open,,CHE,03/14/2020
Chile,Fully open,,CHL,03/14/2020
China,Closed due to COVID-19,,CHN,03/14/2020
Cote d'Ivoire,Fully open,,CIV,03/14/2020
Cameroon,Fully open,,CMR,03/14/2020
Democratic Republic of the Congo,Fully open,,COD,03/14/2020
Congo,Fully open,,COG,03/14/2020
Cook Islands,Fully open,,COK,03/14/2020
Colombia,Fully open,,COL,03/14/2020
Comoros,Fully open,,COM,03/14/2020
Cabo Verde,Fully open,,CPV,03/14/2020
Costa Rica,Fully open,,CRI,03/14/2020
Cuba,Fully open,,CUB,03/14/2020
Curaçao,Fully open,,CUW,03/14/2020
Cayman Islands,Closed due to COVID-19,,CYM,03/14/2020
Cyprus,Closed due to COVID-19,,CYP,03/14/2020
Czechia,Closed due to COVID-19,,CZE,03/14/2020
Germany,Partially open,,DEU,03/14/2020
Djibouti,Fully open,,DJI,03/14/2020
Dominica,Fully open,,DMA,03/14/2020
Denmark,Fully open,,DNK,03/14/2020
Dominican Republic,Fully open,,DOM,03/14/2020
Algeria,Closed due to COVID-19,,DZA,03/14/2020
Ecuador,Closed due to COVID-19,,ECU,03/14/2020
Egypt,Fully open,,EGY,03/14/2020
Eritrea,Fully open,,ERI,03/14/2020
Spain,Partially open,,ESP,03/14/2020
Estonia,Fully open,,EST,03/14/2020
Ethiopia,Academic break,,ETH,03/14/2020
Finland,Fully open,,FIN,03/14/2020
Fiji,Fully open,,FJI,03/14/2020
France,Partially open,,FRA,03/14/2020
Faroe Islands,Fully open,,FRO,03/14/2020
Micronesia (Federated States of),Fully open,,FSM,03/14/2020
Gabon,Fully open,,GAB,03/14/2020
United Kingdom of Great Britain and Northern Ireland,Partially open,,GBR,03/14/2020
Georgia,Academic break,,GEO,03/14/2020
Ghana,Fully open,,GHA,03/14/2020
Gibraltar,Fully open,,GIB,03/14/2020
Guinea,Fully open,,GIN,03/14/2020
Gambia,Fully open,,GMB,03/14/2020
Guinea-Bissau,Fully open,,GNB,03/14/2020
Equatorial Guinea ,Fully open,,GNQ,03/14/2020
Greece,Closed due to COVID-19,,GRC,03/14/2020
Grenada,Fully open,,GRD,03/14/2020
Greenland,Fully open,,GRL,03/14/2020
Guatemala,Fully open,,GTM,03/14/2020
Guyana,Fully open,,GUY,03/14/2020
Honduras,Closed due to COVID-19,,HND,03/14/2020
Croatia,Fully open,,HRV,03/14/2020
Haiti,Fully open,,HTI,03/14/2020
Hungary,Partially open,,HUN,03/14/2020
Indonesia,Fully open,,IDN,03/14/2020
India,Partially open,,IND,03/14/2020
Ireland,Closed due to COVID-19,,IRL,03/14/2020
Iran (Islamic Republic of),Closed due to COVID-19,,IRN,03/14/2020
Iraq,Closed due to COVID-19,,IRQ,03/14/2020
Iceland,Fully open,,ISL,03/14/2020
Israel,Closed due to COVID-19,,ISR,03/14/2020
Italy,Closed due to COVID-19,,ITA,03/14/2020
Jamaica,Closed due to COVID-19,,JAM,03/14/2020
Jordan,Fully open,,JOR,03/14/2020
Japan,Closed due to COVID-19,,JPN,03/14/2020
Kazakhstan,Fully open,,KAZ,03/14/2020
Kenya,Fully open,,KEN,03/14/2020
Kyrgyzstan ,Fully open,,KGZ,03/14/2020
Cambodia,Partially open,,KHM,03/14/2020
Kiribati,Fully open,,KIR,03/14/2020
Saint Kitts and Nevis,Fully open,,KNA,03/14/2020
Republic of Korea,Closed due to COVID-19,,KOR,03/14/2020
Kuwait,Closed due to COVID-19,,KWT,03/14/2020
Lao PDR,Fully open,,LAO,03/14/2020
Lebanon,Closed due to COVID-19,,LBN,03/14/2020
Liberia,Fully open,,LBR,03/14/2020
Libya,Fully open,,LBY,03/14/2020
Saint Lucia,Fully open,,LCA,03/14/2020
Liechtenstein,Fully open,,LIE,03/14/2020
Sri Lanka,Closed due to COVID-19,,LKA,03/14/2020
Lesotho,Fully open,,LSO,03/14/2020
Lithuania,Fully open,,LTU,03/14/2020
Luxembourg,Fully open,,LUX,03/14/2020
Latvia,Closed due to COVID-19,,LVA,03/14/2020
Morocco,Fully open,,MAR,03/14/2020
Monaco,Fully open,,MCO,03/14/2020
Republic of Moldova,Closed due to COVID-19,,MDA,03/14/2020
Madagascar,Fully open,,MDG,03/14/2020
Maldives,Closed due to COVID-19,,MDV,03/14/2020
Mexico,Fully open,,MEX,03/14/2020
Marshall Islands,Fully open,,MHL,03/14/2020
North Macedonia,Closed due to COVID-19,,MKD,03/14/2020
Mali,Fully open,,MLI,03/14/2020
Malta,Closed due to COVID-19,,MLT,03/14/2020
Myanmar,Fully open,,MMR,03/14/2020
Montenegro ,Fully open,,MNE,03/14/2020
Mongolia,Closed due to COVID-19,,MNG,03/14/2020
Mozambique,Fully open,,MOZ,03/14/2020
Mauritania,Fully open,,MRT,03/14/2020
Montserrat,Fully open,,MSR,03/14/2020
Mauritius,Closed due to COVID-19,,MUS,03/14/2020
Malawi ,Fully open,,MWI,03/14/2020
Malaysia,Fully open,,MYS,03/14/2020
Namibia  ,Fully open,,NAM,03/14/2020
Niger,Fully open,,NER,03/14/2020
Nigeria,Fully open,,NGA,03/14/2020
Nicaragua,Fully open,,NIC,03/14/2020
Niue,Fully open,,NIU,03/14/2020
Netherlands,Fully open,,NLD,03/14/2020
Norway,Closed due to COVID-19,,NOR,03/14/2020
Nepal,Fully open,,NPL,03/14/2020
Nauru,Fully open,,NRU,03/14/2020
New Zealand,Fully open,,NZL,03/14/2020
Oman,Fully open,,OMN,03/14/2020
Pakistan,Closed due to COVID-19,,PAK,03/14/2020
Panama,Closed due to COVID-19,,PAN,03/14/2020
Peru,Fully open,,PER,03/14/2020
Philippines,Partially open,,PHL,03/14/2020
Palau,Fully open,,PLW,03/14/2020
Papua New Guinea,Fully open,,PNG,03/14/2020
Poland,Fully open,,POL,03/14/2020
Democratic People's Republic of Korea,Closed due to COVID-19,,PRK,03/14/2020
Portugal,Partially open,,PRT,03/14/2020
Paraguay ,Closed due to COVID-19,,PRY,03/14/2020
Palestine,Partially open,,PSE,03/14/2020
Qatar,Closed due to COVID-19,,QAT,03/14/2020
Romania,Closed due to COVID-19,,ROU,03/14/2020
Russian Federation,Partially open,,RUS,03/14/2020
Rwanda ,Fully open,,RWA,03/14/2020
Saudi Arabia,Closed due to COVID-19,,SAU,03/14/2020
Sudan,Fully open,,SDN,03/14/2020
Senegal,Fully open,,SEN,03/14/2020
Singapore,Fully open,,SGP,03/14/2020
Svalbard,Closed due to COVID-19,,SJM,03/14/2020
Solomon Islands,Fully open,,SLB,03/14/2020
Sierra Leone,Fully open,,SLE,03/14/2020
El Salvador,Closed due to COVID-19,,SLV,03/14/2020
