location,iso_code,date,total_vaccinations_x,people_vaccinated_x,people_fully_vaccinated,daily_vaccinations_raw,daily_vaccinations,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,daily_vaccinations_per_million,Country,Status,Note,total_vaccinations_y,people_vaccinated_y,total_deaths,total_cases,new_cases,new_deaths,population_density,gdp_per_capita,handwashing_facilities,diabetes_prevalence,hospital_beds_per_thousand,life_expectancy,human_development_index
Lithuania,LTU,02/23/2021,203423,133450.0,69973.0,8510.0,6363,7.47,4.9,2.57,2337.0,Lithuania,Closed due to COVID-19,0,204157.0,133814.0,3189.0,194833.0,500.0,11.0,45.135,29524.265,0.0,3.67,6.56,75.93,0.882
Lithuania,LTU,02/24/2021,213945,143092.0,70853.0,10522.0,6700,7.86,5.26,2.6,2461.0,Lithuania,Closed due to COVID-19,0,215708.0,144447.0,3200.0,195481.0,648.0,11.0,45.135,29524.265,0.0,3.67,6.56,75.93,0.882
Luxembourg,LUX,12/30/2020,1200,1200.0,,,,0.19,0.19,,,Luxembourg,Academic break,0,1200.0,1200.0,495.0,46415.0,327.0,6.0,231.447,94277.965,0.0,4.42,4.51,82.25,0.916
Luxembourg,LUX,12/31/2020,,,,,62,,,,99.0,Luxembourg,Academic break,0,0.0,0.0,495.0,46415.0,0.0,0.0,231.447,94277.965,0.0,4.42,4.51,82.25,0.916
Luxembourg,LUX,01/01/2021,,,,,62,,,,99.0,Luxembourg,Academic break,0,0.0,0.0,495.0,46415.0,0.0,0.0,231.447,94277.965,0.0,4.42,4.51,82.25,0.916
Luxembourg,LUX,01/02/2021,,,,,62,,,,99.0,Luxembourg,Partially open,0,0.0,0.0,495.0,46415.0,0.0,0.0,231.447,94277.965,0.0,4.42,4.51,82.25,0.916
Luxembourg,LUX,01/03/2021,,,,,62,,,,99.0,Luxembourg,Partially open,0,0.0,0.0,495.0,46415.0,0.0,0.0,231.447,94277.965,0.0,4.42,4.51,82.25,0.916
Luxembourg,LUX,01/04/2021,,,,,62,,,,99.0,,,,,,,,,,,,,,,,
Luxembourg,LUX,01/05/2021,,,,,62,,,,99.0,,,,,,,,,,,,,,,,
Luxembourg,LUX,01/06/2021,,,,,62,,,,99.0,,,,,,,,,,,,,,,,
Luxembourg,LUX,01/07/2021,,,,,62,,,,99.0,,,,,,,,,,,,,,,,
Luxembourg,LUX,01/08/2021,,,,,62,,,,99.0,,,,,,,,,,,,,,,,
Luxembourg,LUX,01/09/2021,,,,,62,,,,99.0,,,,,,,,,,,,,,,,
Luxembourg,LUX,01/10/2021,,,,,62,,,,99.0,,,,,,,,,,,,,,,,
Luxembourg,LUX,01/11/2021,1943,1943.0,,,62,0.31,0.31,,99.0,,,,,,,,,,,,,,,,
Luxembourg,LUX,01/12/2021,2372,2372.0,,429.0,114,0.38,0.38,,182.0,,,,,,,,,,,,,,,,
Luxembourg,LUX,01/13/2021,2871,2871.0,,499.0,177,0.46,0.46,,283.0,Luxembourg,Partially open,0,2871.0,2871.0,542.0,48372.0,191.0,4.0,231.447,94277.965,0.0,4.42,4.51,82.25,0.916
Luxembourg,LUX,01/14/2021,3233,3233.0,,362.0,220,0.52,0.52,,351.0,Luxembourg,Partially open,0,3233.0,3233.0,545.0,48486.0,114.0,3.0,231.447,94277.965,0.0,4.42,4.51,82.25,0.916
Luxembourg,LUX,01/15/2021,,,,,236,,,,377.0,Luxembourg,Partially open,0,0.0,0.0,549.0,48630.0,144.0,4.0,231.447,94277.965,0.0,4.42,4.51,82.25,0.916
Luxembourg,LUX,01/16/2021,,,,,252,,,,403.0,Luxembourg,Partially open,0,0.0,0.0,549.0,48630.0,0.0,0.0,231.447,94277.965,0.0,4.42,4.51,82.25,0.916
Luxembourg,LUX,01/17/2021,3755,3755.0,,,268,0.6,0.6,,428.0,Luxembourg,Partially open,0,3755.0,3755.0,549.0,48630.0,0.0,0.0,231.447,94277.965,0.0,4.42,4.51,82.25,0.916
Luxembourg,LUX,01/18/2021,4569,4569.0,,814.0,375,0.73,0.73,,599.0,Luxembourg,Partially open,0,4569.0,4569.0,557.0,48890.0,260.0,8.0,231.447,94277.965,0.0,4.42,4.51,82.25,0.916
Luxembourg,LUX,01/19/2021,5294,5294.0,,725.0,417,0.85,0.85,,666.0,Luxembourg,Partially open,0,5294.0,5294.0,560.0,48975.0,85.0,3.0,231.447,94277.965,0.0,4.42,4.51,82.25,0.916
Luxembourg,LUX,01/20/2021,6193,6193.0,,899.0,475,0.99,0.99,,759.0,Luxembourg,Partially open,0,6193.0,6193.0,562.0,49204.0,229.0,2.0,231.447,94277.965,0.0,4.42,4.51,82.25,0.916
Luxembourg,LUX,01/21/2021,6897,6897.0,,704.0,523,1.1,1.1,,835.0,Luxembourg,Partially open,0,6897.0,6897.0,562.0,49319.0,115.0,0.0,231.447,94277.965,0.0,4.42,4.51,82.25,0.916
Luxembourg,LUX,01/22/2021,,,,,558,,,,891.0,Luxembourg,Partially open,0,0.0,0.0,562.0,49438.0,119.0,0.0,231.447,94277.965,0.0,4.42,4.51,82.25,0.916
Luxembourg,LUX,01/23/2021,,,,,592,,,,946.0,Luxembourg,Partially open,0,0.0,0.0,562.0,49438.0,0.0,0.0,231.447,94277.965,0.0,4.42,4.51,82.25,0.916
Luxembourg,LUX,01/24/2021,,,,,626,,,,1000.0,Luxembourg,Partially open,0,0.0,0.0,562.0,49438.0,0.0,0.0,231.447,94277.965,0.0,4.42,4.51,82.25,0.916
Luxembourg,LUX,01/25/2021,8554,7309.0,1245.0,,569,1.37,1.17,0.2,909.0,Luxembourg,Partially open,0,8554.0,7309.0,566.0,49733.0,295.0,4.0,231.447,94277.965,0.0,4.42,4.51,82.25,0.916
Luxembourg,LUX,01/26/2021,9525,8280.0,1245.0,971.0,604,1.52,1.32,0.2,965.0,Luxembourg,Partially open,0,9525.0,8280.0,570.0,49852.0,119.0,4.0,231.447,94277.965,0.0,4.42,4.51,82.25,0.916
Luxembourg,LUX,01/27/2021,10449,9107.0,1342.0,924.0,608,1.67,1.45,0.21,971.0,Luxembourg,Partially open,0,10449.0,9107.0,571.0,50089.0,237.0,1.0,231.447,94277.965,0.0,4.42,4.51,82.25,0.916
Luxembourg,LUX,01/28/2021,11373,9890.0,1483.0,924.0,639,1.82,1.58,0.24,1021.0,Luxembourg,Partially open,0,11373.0,9890.0,574.0,50228.0,139.0,3.0,231.447,94277.965,0.0,4.42,4.51,82.25,0.916
Luxembourg,LUX,01/29/2021,,,,,630,,,,1006.0,Luxembourg,Partially open,0,0.0,0.0,577.0,50388.0,160.0,3.0,231.447,94277.965,0.0,4.42,4.51,82.25,0.916
Luxembourg,LUX,01/30/2021,,,,,622,,,,994.0,Luxembourg,Partially open,0,0.0,0.0,577.0,50388.0,0.0,0.0,231.447,94277.965,0.0,4.42,4.51,82.25,0.916
Luxembourg,LUX,01/31/2021,12428,10748.0,1680.0,,613,1.99,1.72,0.27,979.0,Luxembourg,Partially open,0,12428.0,10748.0,577.0,50388.0,0.0,0.0,231.447,94277.965,0.0,4.42,4.51,82.25,0.916
Luxembourg,LUX,02/01/2021,13241,11336.0,1905.0,813.0,670,2.12,1.81,0.3,1070.0,Luxembourg,Academic break,0,13241.0,11336.0,584.0,50733.0,345.0,7.0,231.447,94277.965,0.0,4.42,4.51,82.25,0.916
Luxembourg,LUX,02/02/2021,14252,11925.0,2327.0,1011.0,675,2.28,1.91,0.37,1078.0,Luxembourg,Partially open,0,14252.0,11925.0,586.0,50923.0,190.0,2.0,231.447,94277.965,0.0,4.42,4.51,82.25,0.916
Luxembourg,LUX,02/03/2021,15407,12597.0,2810.0,1155.0,708,2.46,2.01,0.45,1131.0,Luxembourg,Partially open,0,15407.0,12597.0,587.0,51128.0,205.0,1.0,231.447,94277.965,0.0,4.42,4.51,82.25,0.916
Luxembourg,LUX,02/04/2021,16419,13256.0,3163.0,1012.0,721,2.62,2.12,0.51,1152.0,,,,,,,,,,,,,,,,
Luxembourg,LUX,02/05/2021,,,,,728,,,,1163.0,,,,,,,,,,,,,,,,
Luxembourg,LUX,02/06/2021,,,,,736,,,,1176.0,,,,,,,,,,,,,,,,
Luxembourg,LUX,02/07/2021,17628,13940.0,3688.0,,743,2.82,2.23,0.59,1187.0,,,,,,,,,,,,,,,,
Luxembourg,LUX,02/08/2021,18139,14089.0,4050.0,511.0,700,2.9,2.25,0.65,1118.0,,,,,,,,,,,,,,,,
Luxembourg,LUX,02/09/2021,18653,14227.0,4426.0,514.0,629,2.98,2.27,0.71,1005.0,,,,,,,,,,,,,,,,
Luxembourg,LUX,02/10/2021,19923,15052.0,4871.0,1270.0,645,3.18,2.4,0.78,1030.0,,,,,,,,,,,,,,,,
Luxembourg,LUX,02/11/2021,21390,16131.0,5259.0,1467.0,710,3.42,2.58,0.84,1134.0,,,,,,,,,,,,,,,,
Luxembourg,LUX,02/12/2021,,,,,724,,,,1157.0,,,,,,,,,,,,,,,,
Luxembourg,LUX,02/13/2021,,,,,738,,,,1179.0,Luxembourg,Partially open,0,0.0,0.0,606.0,52539.0,0.0,0.0,231.447,94277.965,0.0,4.42,4.51,82.25,0.916
Luxembourg,LUX,02/14/2021,22895,17257.0,5638.0,,752,3.66,2.76,0.9,1201.0,Luxembourg,Partially open,0,22895.0,17257.0,606.0,52539.0,0.0,0.0,231.447,94277.965,0.0,4.42,4.51,82.25,0.916
Luxembourg,LUX,02/15/2021,24024,18055.0,5969.0,1129.0,841,3.84,2.88,0.95,1344.0,Luxembourg,Partially open,0,24024.0,18055.0,611.0,52923.0,384.0,5.0,231.447,94277.965,0.0,4.42,4.51,82.25,0.916
Luxembourg,LUX,02/16/2021,25918,19622.0,6296.0,1894.0,1038,4.14,3.13,1.01,1658.0,Luxembourg,Partially open,0,25918.0,19622.0,612.0,53062.0,139.0,1.0,231.447,94277.965,0.0,4.42,4.51,82.25,0.916
Luxembourg,LUX,02/17/2021,27119,20605.0,6514.0,1201.0,1028,4.33,3.29,1.04,1642.0,Luxembourg,Partially open,0,27119.0,20605.0,616.0,53329.0,267.0,4.0,231.447,94277.965,0.0,4.42,4.51,82.25,0.916
Luxembourg,LUX,02/18/2021,28933,21853.0,7080.0,1814.0,1078,4.62,3.49,1.13,1722.0,Luxembourg,Partially open,0,28933.0,21853.0,619.0,53562.0,233.0,3.0,231.447,94277.965,0.0,4.42,4.51,82.25,0.916
Luxembourg,LUX,02/19/2021,,,,,1104,,,,1764.0,Luxembourg,Partially open,0,0.0,0.0,622.0,53782.0,220.0,3.0,231.447,94277.965,0.0,4.42,4.51,82.25,0.916
Luxembourg,LUX,02/20/2021,,,,,1130,,,,1805.0,Luxembourg,Partially open,0,0.0,0.0,622.0,53782.0,0.0,0.0,231.447,94277.965,0.0,4.42,4.51,82.25,0.916
Luxembourg,LUX,02/21/2021,30985,23259.0,7726.0,,1156,4.95,3.72,1.23,1847.0,Luxembourg,Partially open,0,30985.0,23259.0,622.0,53782.0,0.0,0.0,231.447,94277.965,0.0,4.42,4.51,82.25,0.916
Luxembourg,LUX,02/22/2021,31926,23685.0,8241.0,941.0,1129,5.1,3.78,1.32,1804.0,Luxembourg,Partially open,0,31926.0,23685.0,628.0,54172.0,390.0,6.0,231.447,94277.965,0.0,4.42,4.51,82.25,0.916
Luxembourg,LUX,02/23/2021,33370,24508.0,8862.0,1444.0,1065,5.33,3.92,1.42,1701.0,Luxembourg,Partially open,0,33370.0,24508.0,629.0,54354.0,182.0,1.0,231.447,94277.965,0.0,4.42,4.51,82.25,0.916
Macao,MAC,02/08/2021,0,,,,,0.0,,,,,,,,,,,,,,,,,,,
Macao,MAC,02/09/2021,595,,,595.0,595,0.09,,,916.0,,,,,,,,,,,,,,,,
Macao,MAC,02/10/2021,,,,,376,,,,579.0,,,,,,,,,,,,,,,,
Macao,MAC,02/11/2021,,,,,302,,,,465.0,,,,,,,,,,,,,,,,
Macao,MAC,02/12/2021,,,,,266,,,,410.0,,,,,,,,,,,,,,,,
Macao,MAC,02/13/2021,,,,,244,,,,376.0,,,,,,,,,,,,,,,,
Macao,MAC,02/14/2021,,,,,229,,,,353.0,,,,,,,,,,,,,,,,
Macao,MAC,02/15/2021,,,,,219,,,,337.0,,,,,,,,,,,,,,,,
Macao,MAC,02/16/2021,,,,,156,,,,240.0,,,,,,,,,,,,,,,,
Macao,MAC,02/17/2021,,,,,156,,,,240.0,,,,,,,,,,,,,,,,
Macao,MAC,02/18/2021,2000,,,,156,0.31,,,240.0,,,,,,,,,,,,,,,,
Maldives,MDV,02/02/2021,880,,,,,0.16,,,,Maldives,Fully open,0,880.0,0.0,52.0,16155.0,99.0,0.0,1454.433,15183.616,95.803,9.19,0.0,78.92,0.74
Maldives,MDV,02/03/2021,1578,,,698.0,698,0.29,,,1291.0,Maldives,Fully open,0,1578.0,0.0,53.0,16276.0,121.0,1.0,1454.433,15183.616,95.803,9.19,0.0,78.92,0.74
Maldives,MDV,02/04/2021,3204,,,1626.0,1162,0.59,,,2150.0,,,,,,,,,,,,,,,,
Maldives,MDV,02/05/2021,4269,,,1065.0,1130,0.79,,,2090.0,,,,,,,,,,,,,,,,
Maldives,MDV,02/06/2021,6854,,,2585.0,1494,1.27,,,2764.0,,,,,,,,,,,,,,,,
Maldives,MDV,02/07/2021,9752,,,2898.0,1774,1.8,,,3282.0,,,,,,,,,,,,,,,,
Maldives,MDV,02/08/2021,12934,,,3182.0,2009,2.39,,,3717.0,,,,,,,,,,,,,,,,
Maldives,MDV,02/09/2021,16251,,,3317.0,2196,3.01,,,4063.0,,,,,,,,,,,,,,,,
Maldives,MDV,02/10/2021,20161,,,3910.0,2655,3.73,,,4912.0,,,,,,,,,,,,,,,,
Maldives,MDV,02/11/2021,25327,,,5166.0,3160,4.69,,,5846.0,,,,,,,,,,,,,,,,
Maldives,MDV,02/12/2021,27367,,,2040.0,3300,5.06,,,6105.0,,,,,,,,,,,,,,,,
Maldives,MDV,02/13/2021,33106,,,5739.0,3750,6.12,,,6937.0,Maldives,Fully open,0,33106.0,0.0,58.0,17716.0,209.0,1.0,1454.433,15183.616,95.803,9.19,0.0,78.92,0.74
Maldives,MDV,02/14/2021,38591,,,5485.0,4120,7.14,,,7622.0,Maldives,Fully open,0,38591.0,0.0,58.0,17828.0,112.0,0.0,1454.433,15183.616,95.803,9.19,0.0,78.92,0.74
Maldives,MDV,02/15/2021,43817,,,5226.0,4412,8.11,,,8162.0,Maldives,Fully open,0,43817.0,0.0,58.0,17953.0,125.0,0.0,1454.433,15183.616,95.803,9.19,0.0,78.92,0.74
Maldives,MDV,02/16/2021,50047,,,6230.0,4828,9.26,,,8932.0,Maldives,Fully open,0,50047.0,0.0,58.0,18082.0,129.0,0.0,1454.433,15183.616,95.803,9.19,0.0,78.92,0.74
Maldives,MDV,02/17/2021,56218,,,6171.0,5151,10.4,,,9529.0,Maldives,Fully open,0,56218.0,0.0,58.0,18224.0,142.0,0.0,1454.433,15183.616,95.803,9.19,0.0,78.92,0.74
Maldives,MDV,02/18/2021,64048,,,7830.0,5532,11.85,,,10234.0,Maldives,Fully open,0,64048.0,0.0,58.0,18340.0,116.0,0.0,1454.433,15183.616,95.803,9.19,0.0,78.92,0.74
Maldives,MDV,02/19/2021,64048,,,0.0,5240,11.85,,,9694.0,Maldives,Fully open,0,64048.0,0.0,58.0,18467.0,127.0,0.0,1454.433,15183.616,95.803,9.19,0.0,78.92,0.74
Maldives,MDV,02/20/2021,70009,,,5961.0,5272,12.95,,,9753.0,Maldives,Fully open,0,70009.0,0.0,60.0,18612.0,145.0,2.0,1454.433,15183.616,95.803,9.19,0.0,78.92,0.74
Maldives,MDV,02/21/2021,75013,,,5004.0,5203,13.88,,,9626.0,Maldives,Fully open,0,75013.0,0.0,60.0,18769.0,157.0,0.0,1454.433,15183.616,95.803,9.19,0.0,78.92,0.74
Maldives,MDV,02/22/2021,80159,,,5146.0,5192,14.83,,,9605.0,Maldives,Fully open,0,80159.0,0.0,60.0,18930.0,161.0,0.0,1454.433,15183.616,95.803,9.19,0.0,78.92,0.74
Maldives,MDV,02/23/2021,85110,,,4951.0,5009,15.75,,,9267.0,Maldives,Fully open,0,85110.0,0.0,60.0,19038.0,108.0,0.0,1454.433,15183.616,95.803,9.19,0.0,78.92,0.74
Maldives,MDV,02/24/2021,90865,,,5755.0,4950,16.81,,,9157.0,Maldives,Fully open,0,90865.0,0.0,60.0,19162.0,124.0,0.0,1454.433,15183.616,95.803,9.19,0.0,78.92,0.74
Malta,MLT,01/17/2021,11705,11705.0,,,,2.65,2.65,,,Malta,Fully open,0,11705.0,11705.0,239.0,15588.0,141.0,1.0,1454.037,36513.323,0.0,8.83,4.485,82.53,0.895
Malta,MLT,01/18/2021,13002,13002.0,,1297.0,1297,2.94,2.94,,2937.0,Malta,Fully open,0,13002.0,13002.0,241.0,15742.0,154.0,2.0,1454.037,36513.323,0.0,8.83,4.485,82.53,0.895
Malta,MLT,01/19/2021,14276,14276.0,,1274.0,1286,3.23,3.23,,2913.0,Malta,Fully open,0,14276.0,14276.0,242.0,15942.0,200.0,1.0,1454.037,36513.323,0.0,8.83,4.485,82.53,0.895
Malta,MLT,01/20/2021,15316,15316.0,,1040.0,1204,3.47,3.47,,2727.0,Malta,Fully open,0,15316.0,15316.0,244.0,16129.0,187.0,2.0,1454.037,36513.323,0.0,8.83,4.485,82.53,0.895
Malta,MLT,01/21/2021,16531,16531.0,,1215.0,1206,3.74,3.74,,2731.0,Malta,Fully open,0,16531.0,16531.0,245.0,16280.0,151.0,1.0,1454.037,36513.323,0.0,8.83,4.485,82.53,0.895
Malta,MLT,01/22/2021,17767,17767.0,,1236.0,1212,4.02,4.02,,2745.0,Malta,Fully open,0,17767.0,17767.0,248.0,16423.0,143.0,3.0,1454.037,36513.323,0.0,8.83,4.485,82.53,0.895
Malta,MLT,01/23/2021,18930,18930.0,,1163.0,1204,4.29,4.29,,2727.0,Malta,Fully open,0,18930.0,18930.0,250.0,16542.0,119.0,2.0,1454.037,36513.323,0.0,8.83,4.485,82.53,0.895
Malta,MLT,01/24/2021,19981,18783.0,1198.0,1051.0,1182,4.53,4.25,0.27,2677.0,Malta,Fully open,0,19981.0,18783.0,251.0,16658.0,116.0,1.0,1454.037,36513.323,0.0,8.83,4.485,82.53,0.895
Malta,MLT,01/25/2021,21172,19709.0,1463.0,1191.0,1167,4.8,4.46,0.33,2643.0,Malta,Fully open,0,21172.0,19709.0,253.0,16861.0,203.0,2.0,1454.037,36513.323,0.0,8.83,4.485,82.53,0.895
Malta,MLT,01/26/2021,22371,20677.0,1694.0,1199.0,1156,5.07,4.68,0.38,2618.0,Malta,Fully open,0,22371.0,20677.0,255.0,16999.0,138.0,2.0,1454.037,36513.323,0.0,8.83,4.485,82.53,0.895
Malta,MLT,01/27/2021,23512,21417.0,2095.0,1141.0,1171,5.33,4.85,0.47,2652.0,Malta,Fully open,0,23512.0,21417.0,258.0,17192.0,193.0,3.0,1454.037,36513.323,0.0,8.83,4.485,82.53,0.895
Malta,MLT,01/28/2021,24680,22162.0,2518.0,1168.0,1164,5.59,5.02,0.57,2636.0,Malta,Fully open,0,24680.0,22162.0,261.0,17400.0,208.0,3.0,1454.037,36513.323,0.0,8.83,4.485,82.53,0.895
Malta,MLT,01/29/2021,25822,22853.0,2969.0,1142.0,1151,5.85,5.18,0.67,2607.0,Malta,Fully open,0,25822.0,22853.0,264.0,17585.0,185.0,3.0,1454.037,36513.323,0.0,8.83,4.485,82.53,0.895
Malta,MLT,01/30/2021,26847,23391.0,3456.0,1025.0,1131,6.08,5.3,0.78,2561.0,Malta,Fully open,0,26847.0,23391.0,265.0,17721.0,136.0,1.0,1454.037,36513.323,0.0,8.83,4.485,82.53,0.895
Malta,MLT,01/31/2021,27759,23811.0,3948.0,912.0,1111,6.29,5.39,0.89,2516.0,Malta,Fully open,0,27759.0,23811.0,267.0,17903.0,182.0,2.0,1454.037,36513.323,0.0,8.83,4.485,82.53,0.895
Malta,MLT,02/01/2021,29002,24526.0,4476.0,1243.0,1119,6.57,5.55,1.01,2534.0,Malta,Academic break,0,29002.0,24526.0,269.0,18027.0,124.0,2.0,1454.037,36513.323,0.0,8.83,4.485,82.53,0.895
Malta,MLT,02/02/2021,30252,25361.0,4891.0,1250.0,1126,6.85,5.74,1.11,2550.0,Malta,Fully open,0,30252.0,25361.0,270.0,18168.0,141.0,1.0,1454.037,36513.323,0.0,8.83,4.485,82.53,0.895
Malta,MLT,02/03/2021,31633,26223.0,5410.0,1381.0,1160,7.16,5.94,1.23,2627.0,Malta,Fully open,0,31633.0,26223.0,273.0,18306.0,138.0,3.0,1454.037,36513.323,0.0,8.83,4.485,82.53,0.895
Malta,MLT,02/04/2021,33477,27020.0,6457.0,1844.0,1257,7.58,6.12,1.46,2847.0,,,,,,,,,,,,,,,,
Malta,MLT,02/05/2021,35676,28082.0,7594.0,2199.0,1408,8.08,6.36,1.72,3189.0,,,,,,,,,,,,,,,,
Malta,MLT,02/06/2021,37586,28837.0,8749.0,1910.0,1534,8.51,6.53,1.98,3474.0,,,,,,,,,,,,,,,,
Malta,MLT,02/07/2021,39257,29339.0,9918.0,1671.0,1643,8.89,6.64,2.25,3721.0,,,,,,,,,,,,,,,,
Malta,MLT,02/08/2021,41285,30235.0,11050.0,2028.0,1755,9.35,6.85,2.5,3975.0,,,,,,,,,,,,,,,,
Malta,MLT,02/09/2021,43337,31202.0,12135.0,2052.0,1869,9.81,7.07,2.75,4233.0,,,,,,,,,,,,,,,,
Malta,MLT,02/10/2021,44598,31670.0,12928.0,1261.0,1852,10.1,7.17,2.93,4194.0,,,,,,,,,,,,,,,,
Malta,MLT,02/11/2021,46344,32524.0,13820.0,1746.0,1838,10.5,7.37,3.13,4163.0,,,,,,,,,,,,,,,,
Malta,MLT,02/12/2021,48474,33735.0,14739.0,2130.0,1828,10.98,7.64,3.34,4140.0,,,,,,,,,,,,,,,,
Malta,MLT,02/13/2021,50175,34574.0,15601.0,1701.0,1798,11.36,7.83,3.53,4072.0,Malta,Fully open,0,50175.0,34574.0,290.0,19651.0,154.0,2.0,1454.037,36513.323,0.0,8.83,4.485,82.53,0.895
Malta,MLT,02/14/2021,51641,35376.0,16265.0,1466.0,1769,11.7,8.01,3.68,4006.0,Malta,Fully open,0,51641.0,35376.0,293.0,19789.0,138.0,3.0,1454.037,36513.323,0.0,8.83,4.485,82.53,0.895
Malta,MLT,02/15/2021,53647,36545.0,17102.0,2006.0,1766,12.15,8.28,3.87,4000.0,Malta,Fully open,0,53647.0,36545.0,295.0,19945.0,156.0,2.0,1454.037,36513.323,0.0,8.83,4.485,82.53,0.895
Malta,MLT,02/16/2021,55709,37866.0,17843.0,2062.0,1767,12.62,8.58,4.04,4002.0,Malta,Fully open,0,55709.0,37866.0,297.0,20047.0,102.0,2.0,1454.037,36513.323,0.0,8.83,4.485,82.53,0.895
Malta,MLT,02/17/2021,57683,39147.0,18536.0,1974.0,1869,13.06,8.87,4.2,4233.0,Malta,Fully open,0,57683.0,39147.0,298.0,20246.0,199.0,1.0,1454.037,36513.323,0.0,8.83,4.485,82.53,0.895
Malta,MLT,02/18/2021,59702,40503.0,19199.0,2019.0,1908,13.52,9.17,4.35,4321.0,Malta,Fully open,0,59702.0,40503.0,301.0,20409.0,163.0,3.0,1454.037,36513.323,0.0,8.83,4.485,82.53,0.895
Malta,MLT,02/19/2021,62059,42231.0,19828.0,2357.0,1941,14.06,9.56,4.49,4396.0,Malta,Fully open,0,62059.0,42231.0,301.0,20563.0,154.0,0.0,1454.037,36513.323,0.0,8.83,4.485,82.53,0.895
Malta,MLT,02/20/2021,63308,43119.0,20189.0,1249.0,1876,14.34,9.77,4.57,4249.0,Malta,Fully open,0,63308.0,43119.0,303.0,20762.0,199.0,2.0,1454.037,36513.323,0.0,8.83,4.485,82.53,0.895
Malta,MLT,02/21/2021,64419,43888.0,20531.0,1111.0,1825,14.59,9.94,4.65,4133.0,Malta,Fully open,0,64419.0,43888.0,304.0,20892.0,130.0,1.0,1454.037,36513.323,0.0,8.83,4.485,82.53,0.895
Malta,MLT,02/22/2021,66334,45174.0,21160.0,1915.0,1812,15.02,10.23,4.79,4104.0,Malta,Fully open,0,66334.0,45174.0,305.0,21085.0,193.0,1.0,1454.037,36513.323,0.0,8.83,4.485,82.53,0.895
Malta,MLT,02/23/2021,68779,47012.0,21767.0,2445.0,1867,15.58,10.65,4.93,4228.0,Malta,Fully open,0,68779.0,47012.0,306.0,21306.0,221.0,1.0,1454.037,36513.323,0.0,8.83,4.485,82.53,0.895
Mauritius,MUS,01/25/2021,0,0.0,,,,0.0,0.0,,,Mauritius,Fully open,0,0.0,0.0,10.0,568.0,12.0,0.0,622.962,20292.745,0.0,22.02,3.4,74.99,0.804
Mauritius,MUS,01/26/2021,,,,,30,,,,24.0,Mauritius,Fully open,0,0.0,0.0,10.0,568.0,0.0,0.0,622.962,20292.745,0.0,22.02,3.4,74.99,0.804
Mauritius,MUS,01/27/2021,,,,,30,,,,24.0,Mauritius,Fully open,0,0.0,0.0,10.0,569.0,1.0,0.0,622.962,20292.745,0.0,22.02,3.4,74.99,0.804
Mauritius,MUS,01/28/2021,,,,,30,,,,24.0,Mauritius,Fully open,0,0.0,0.0,10.0,569.0,0.0,0.0,622.962,20292.745,0.0,22.02,3.4,74.99,0.804
Mauritius,MUS,01/29/2021,,,,,30,,,,24.0,Mauritius,Fully open,0,0.0,0.0,10.0,569.0,0.0,0.0,622.962,20292.745,0.0,22.02,3.4,74.99,0.804
Mauritius,MUS,01/30/2021,,,,,30,,,,24.0,Mauritius,Fully open,0,0.0,0.0,10.0,569.0,0.0,0.0,622.962,20292.745,0.0,22.02,3.4,74.99,0.804
Mauritius,MUS,01/31/2021,,,,,30,,,,24.0,Mauritius,Fully open,0,0.0,0.0,10.0,569.0,0.0,0.0,622.962,20292.745,0.0,22.02,3.4,74.99,0.804
Mauritius,MUS,02/01/2021,207,207.0,,,30,0.02,0.02,,24.0,Mauritius,Academic break,0,207.0,207.0,10.0,582.0,13.0,0.0,622.962,20292.745,0.0,22.02,3.4,74.99,0.804
Mauritius,MUS,02/02/2021,,,,,58,,,,46.0,Mauritius,Fully open,0,0.0,0.0,10.0,583.0,1.0,0.0,622.962,20292.745,0.0,22.02,3.4,74.99,0.804
Mauritius,MUS,02/03/2021,,,,,86,,,,68.0,Mauritius,Fully open,0,0.0,0.0,10.0,584.0,1.0,0.0,622.962,20292.745,0.0,22.02,3.4,74.99,0.804
Mauritius,MUS,02/04/2021,,,,,114,,,,90.0,,,,,,,,,,,,,,,,
Mauritius,MUS,02/05/2021,,,,,143,,,,112.0,,,,,,,,,,,,,,,,
Mauritius,MUS,02/06/2021,,,,,171,,,,134.0,,,,,,,,,,,,,,,,
Mauritius,MUS,02/07/2021,,,,,199,,,,156.0,,,,,,,,,,,,,,,,
Mauritius,MUS,02/08/2021,,,,,227,,,,178.0,,,,,,,,,,,,,,,,
Mauritius,MUS,02/09/2021,,,,,227,,,,178.0,,,,,,,,,,,,,,,,
Mauritius,MUS,02/10/2021,,,,,227,,,,178.0,,,,,,,,,,,,,,,,
Mauritius,MUS,02/11/2021,,,,,227,,,,178.0,,,,,,,,,,,,,,,,
Mauritius,MUS,02/12/2021,,,,,227,,,,178.0,,,,,,,,,,,,,,,,
Mauritius,MUS,02/13/2021,,,,,227,,,,178.0,Mauritius,Fully open,0,0.0,0.0,10.0,595.0,0.0,0.0,622.962,20292.745,0.0,22.02,3.4,74.99,0.804
Mauritius,MUS,02/14/2021,,,,,227,,,,178.0,Mauritius,Fully open,0,0.0,0.0,10.0,595.0,0.0,0.0,622.962,20292.745,0.0,22.02,3.4,74.99,0.804
